Số báo danh; Toán; Văn; Lí; Hoá; Ngoại ngữ; Sử; Địa; Sinh; GDCD;
01012695;4.25;7.25;;;;;4.35;;;;23.85
01012696;4;5.25;;;;;5.1;;;;23.1
01012697;4.1;7.25;;;;;4.5;;;;22.1
01012698;6;7.5;;;5.25;;;;;;26
01012699;4.75;8;;;3.5;;;;;;24.75
01012700;7.25;8.5;;;6.75;;;;;;31
01012701;5.1;9.25;;;6;;;;;;28.6
01012702;6;8.75;;;7;;;;;;31.25
01012703;5;8.25;;;6.5;;;;;;29
01012704;4.75;9;;;6.75;;;;;;29
01012705;5.25;8.75;;;6.75;;;;;;29.25
01012706;5.35;9;;;6.75;;;;;;28.35
01012707;5.6;8;;;9;;;;;;31.85
01012708;4.35;6.75;;;3.75;;;;;;20.6
01012709;4.5;8.25;;;3.5;;;;;;26
01012710;5.25;7.5;;;7;;;;;;28.5
01012711;6.25;7.75;;;9.75;;;;;;32.75
01012712;7.25;7.75;;;5.5;;;;;;29
01012713;5.5;7;;;4.25;;;;;;25
01012714;4.1;8.75;;;6.25;;;;;;26.85
01012715;6.25;8.75;;;6.25;;;;;;29.75
01012716;8;9;;;7;;;;;;33.25
01012717;5.75;8.75;;;9;;;;;;31
01012718;3.85;7;;;8.25;;;;;;27.35
01012719;6.75;9.25;;;7.25;;;;;;33
01012720;6.25;9;;;6;;;;;;30
01012721;3.6;6.25;;;7.5;;;;;;25.6
01012722;7.25;8.75;;;6.75;;;;;;32
01012723;6.75;7.5;;;6.5;;;;;;29.25
01012724;6.85;9;;;6.75;;;;;;31.35
01012725;4.75;9;;;5.5;;;;;;27.25
01012726;7.5;8.5;;;7;;;;;;31.25
01012727;7.5;9;;;8;;;;;;33.75
01012728;5.75;8;;;6;;;;;;28.5
01012729;5;7.25;;;7.75;;;;;;29
01012730;5;8;;;6.5;;;;;;28.25
01012731;3.75;8;;;8.75;;;;;;29.75
01012732;7.25;8.5;;;7.25;;;;;;32.25
01012733;6;9;;;8;;;;;;31.75
01012734;8.25;7.5;;;7.25;;;;;;32.25
01012735;4.25;7.25;;;7;;;;;;27.25
01012736;3.6;6;;;3.75;;;;;;18.8
01012737;4.85;7.25;;;4.5;;;;;;24.85
01012738;6.75;8.75;;;6.5;;;;;;31
01012739;6.35;9;;;5.5;;;;;;29.35
01012740;5.75;9;;;4.75;;;;;;28.25
01012741;3.6;6.5;;;5;;;;;;21.85
01012742;5;8.5;;;5.5;;;;;;28.75
01012743;4.35;6.5;;;;;7.85;;;;26.2
01012744;4.25;7.25;;;;;6.75;;;;26.75
01012745;4.35;7.5;;;;;4.35;;;;21.7
01012746;4;7;;;;;5;;;;23.5
01012747;2.25;6.75;;;;;5.5;;;;19.2
01012748;7.5;6.75;8.25;;8.25;;;;;;30.75
01012749;6.75;8;8;;9.25;;;;;;32
01012750;4.25;7.25;;;;;6.5;;;;26.75
01012751;6.5;7.25;7.75;;6;;;;;;27.5
01012752;5.75;6.25;8.25;;9.5;;;;;;29.75
01012753;8.5;8.25;6;;6.75;;;;;;29.5
01012754;8;8;8.25;;9.5;;;;;;33.75
01012755;5.25;8.75;7.1;;4.75;;;;;;25.85
01012756;8;7.75;8.75;;7.75;;;;;;32.25
01012757;8.5;9.25;5.6;;8;;;;;;31.35
01012758;3.25;8.5;;;;;5.1;;;;26.1
01012759;1.85;4.5;;;;;2.6;;;;14.2
01012760;5.25;7.25;;;;;6.85;;;;27.6
01012761;2.25;6.5;;;;;6.5;;;;23
01012762;6.75;7;6.75;;5.5;;;;;;26
01012763;4.85;8;;;;;5.35;;;;25.7
01012764;5.75;8.5;7;;5.5;;;;;;26.75
01012765;6;8.75;;;;;6;;;;29.25
01012766;5.6;7.5;6.75;;5.25;;;;;;25.1
01012767;6.75;8;;;;;8.25;;;;31
01012768;8.5;8.5;8.25;;8.25;;;;;;33.5
01012769;7.5;8;9.25;;8;;;;;;32.75
01012770;5.5;8;4.25;;8;;;;;;25.75
01012771;9.5;7.75;8.75;;8;;;;;;34
01012772;7.75;8.75;9.5;;8.25;;;;;;34.25
01012773;7.25;6.75;7.5;;7.5;;;;;;29
01012774;7.5;8;8.25;;8.25;;;;;;32
01012775;7.5;7.5;8;;9.75;;;;;;32.75
01012776;9;8.5;9.75;;7;;;;;;34.25
01012777;5.85;8;6.5;;5.25;;;;;;25.6
01012778;5;7.25;8.25;;5.5;;;;;;26
01012779;9.5;7.5;9.5;;8.5;;;;;;35
01012780;4.5;7.5;5;;4.25;;;;;;21.25
01012781;8;7.75;9.5;;6.75;;;;;;32
01012782;7.5;5.25;8.25;;4.25;;;;;;25.25
01012783;4.75;7;7.35;;6;;;;;;25.1
01012784;9;8.5;8.75;;7.5;;;;;;33.75
01012785;8.5;8.75;6.75;;6;;;;;;30
01012786;7.75;8.25;8.5;;8.25;;;;;;32.75
01012787;7.75;7;9;;8.75;;;;;;32.5
01012788;8;7.25;8.75;;6.5;;;;;;30.5
01012789;6.5;7.75;9.75;;9.5;;;;;;33.5
01012790;7.75;7.75;9;;6.5;;;;;;31
01012791;7.5;8;7;;6.25;;;;;;28.75
01012792;8;7.75;8.5;;5.75;;;;;;30
01012793;6.85;7.75;4.75;;5.25;;;;;;24.6
01012794;8.5;8.5;8.5;;9.75;;;;;;35.25
01012795;6.25;8.5;7;;7.5;;;;;;29.25
01012796;4.5;7.75;6;;7.25;;;;;;25.5
01012797;7.75;6;9.5;;8.25;;;;;;31.5
01012798;3.35;8.25;;;;;6.75;;;;25.85
01012799;8.5;7.25;8.25;;6.25;;;;;;30.25
01012800;3.75;7.5;;;;;5.1;;;;24.1
01012801;5.5;8.5;6.5;;4.25;;;;;;24.75
01012802;3.85;7;;;;;3.45;;;;20.8
01012803;4;7.75;;;;;4.35;;;;23.2
01012804;4.25;7.25;;;;;7;;;;25.75
01012805;7.5;8.25;6.6;;6;;;;;;28.35
01012806;8;8;8;;6.5;;;;;;30.5
01012807;8.5;9.5;8.75;;6.75;;;;;;33.5
01012808;6.5;7.5;6.75;;5.5;;;;;;26.25
01012809;7.5;8.75;8.75;;5.25;;;;;;30.25
01012810;7.5;8.5;8;;8.5;;;;;;32.5
01012811;5.6;9;6.75;;5.5;;;;;;26.85
01012812;7;8.75;4.25;;5.75;;;;;;25.75
01012813;5;7;6.75;;7.5;;;;;;26.25
01012814;7;8.5;6.75;;4.75;;;;;;27
01012815;6;7.5;5.6;;5.5;;;;;;24.6
01012816;4;7.25;;;;;5.75;;;;23.5
01012817;6.75;6.5;8.5;;6.5;;;;;;28.25
01012818;3.75;5.75;4.1;;5;;;;;;18.6
01012819;6.5;7;8;;8;;;;;;29.5
01012820;5;8.5;5.45;;4.5;;;;;;23.45
01012821;8.5;9;7.75;;9;;;;;;34.25
01012822;4.75;6.25;;;;;6.35;;;;24.85
01012823;7;8.25;8;;6;;;;;;29.25
01012824;4.85;7.75;;;;;3.85;;;;23.2
01012825;7;8.5;8.25;;7.5;;;;;;31.25
01012826;7.5;9;8;;8.25;;;;;;32.75
01012827;6.75;7.5;4.75;;7.25;;;;;;26.25
01012828;5;8;5.75;;7.5;;;;;;26.25
01012829;7.5;7.25;9;;8.5;;;;;;32.25
01012830;4.25;7.5;;;;;5.5;;;;25.25
01012831;7;6.25;8.5;;6.25;;;;;;28
01012832;4.75;6.5;6.75;;6.25;;;;;;24.25
01012833;7.25;8.5;8.5;;4.75;;;;;;29
01012834;8;7.25;8;;8.75;;;;;;32
01012835;6.5;5.75;5.35;;8.5;;;;;;26.1
01012836;8.5;6;7.25;;6.75;;;;;;28.5
01012837;7.75;6;9.5;;9.5;;;;;;32.75
01012838;3.75;7;;;;;5.35;;;;24.6
01012839;9;9;10;;6.25;;;;;;34.25
01012840;7.5;7.25;7.25;;5.5;;;;;;27.5
01012841;8;8;7.25;;7.25;;;;;;30.5
01012842;5;7.5;;;;;6.1;;;;25.35
01012843;6;7.75;6;;4.5;;;;;;24.25
01012844;7;8.75;6.35;;5.5;;;;;;27.6
01012845;5;6.75;6.25;;5.5;;;;;;23.5
01012846;8.5;8;9.75;;7.5;;;;;;33.75
01012847;6.75;7.25;5.85;;6;;;;;;25.85
01012848;6.5;7.75;8;;6;;;;;;28.25
01012849;6.75;7.25;9;;6.75;;;;;;29.75
01012850;6.75;7.75;7.75;;6;;;;;;28.25
01012851;2.75;6;;;;;6.75;;;;24
01012852;6.6;8;5.6;;5.5;;;;;;25.7
01012853;5.35;8;7.5;;8.25;;;;;;29.1
01012854;7;6.75;9;;8.75;;;;;;31.5
01012855;5.75;5.25;6.35;;5.75;;;;;;23.1
01012856;4;8.75;7.25;;4;;;;;;24
01012857;7.75;5.75;8.75;;8.25;;;;;;30.5
01012858;8.25;8.25;6.75;;7.5;;;;;;30.75
01012859;3.35;7.75;4.6;;3;;;;;;18.7
01012860;6.5;9.25;6.25;;5.25;;;;;;27.25
01012861;7.75;7;8.75;;7.25;;;;;;30.75
01012862;7;8.25;7;;6.75;;;;;;29
01012863;6.5;8;7.25;;8;;;;;;29.75
01012864;6.85;8;7.5;;6.25;;;;;;28.6
01012865;3.35;8;;;;;5.75;;;;24.85
01012866;3.6;8.5;;;;;6.1;;;;26.7
01012867;6.75;7.75;8.5;;7.75;;;;;;30.75
01012868;7;9;7.6;;7.25;;;;;;30.85
01012869;5;9;6;;6.25;;;;;;26.25
01012870;4.75;8.5;;;;;5.85;;;;26.6
01012871;6.75;8.5;5.75;;5.75;;;;;;26.75
01012872;8.5;7;8.25;;9.75;;;;;;33.5
01012873;5.5;7;7.75;;9.25;;;;;;29.5
01012874;8.25;8.5;4.45;;5;;;;;;26.2
01012875;4.25;7;5.25;;6.25;;;;;;22.75
01012876;8.5;7.5;8.25;;8.25;;;;;;32.5
01012877;7;8.25;8;;6.5;;;;;;29.75
01012878;10;8.25;9.75;;8.75;;;;;;36.75
01012879;8.5;8.75;10;;8.25;;;;;;35.5
01012880;7.5;7;8.25;;6;;;;;;28.75
01012881;8.5;8;9;;5;;;;;;30.5
01012882;7.25;7.33;8.5;;6.75;;;;;;29.83
01012883;6.5;7;5.5;;7;;;;;;26
01012884;8.5;6.25;8.75;;7;;;;;;30.5
01012885;5.6;7.5;8.25;;6;;;;;;27.35
01012886;4.85;8.5;4.75;;7.5;;;;;;25.6
01012887;8.75;7.25;7.75;;7;;;;;;30.75
01012888;8.5;8;6.35;;8.25;;;;;;31.1
01012889;3.85;8.25;;;;;6.75;;;;25.35
01012890;6.5;8.75;5.5;;7.25;;;;;;28
01012891;5.25;8.5;4.75;;4.25;;;;;;22.75
01012892;7.75;7.75;8.75;;7;;;;;;31.25
01012893;5.75;7;9.25;;7.75;;;;;;29.75
01012894;4.1;7;4.25;;5.25;;;;;;20.6
01012895;9;6.5;9.75;;9.75;;;;;;35
01012896;5.1;8;;;;;8;;;;29.85
01012897;6.25;7.25;9;;6.5;;;;;;29
01012898;5.75;8.25;3.5;;5.5;;;;;;23
01012899;8;8;7.25;;5.5;;;;;;28.75
01012900;9;9;10;;8.75;;;;;;36.75
01012901;5.75;8;7.5;;7.25;;;;;;28.5
01012902;8.5;8.75;7.75;;7.25;;;;;;32.25
01012903;8;8;8.25;;5.75;;;;;;30
01012904;7.5;7.75;8.25;;7;;;;;;30.5
01012905;6.25;6.75;7.5;;6.5;;;;;;27
01012906;6.25;7.75;7;;7.25;;;;;;28.25
01012907;7.5;8.75;6.6;;6.25;;;;;;29.1
01012908;4.75;7.75;6;;4.75;;;;;;23.25
01012909;6.2;8.75;8.5;;6;;;;;;29.45
01012910;6.5;8;4.35;;4.5;;;;;;23.35
01012911;6.5;8.75;8;;6.75;;;;;;30
01012912;6.25;7.75;8.25;;7;;;;;;29.25
01012913;7.1;8.75;8;;7.75;;;;;;31.6
01012914;8;8.5;9;;6.25;;;;;;31.75
01012915;5.25;7.75;7.25;;8.5;;;;;;28.75
01012916;9;7.25;9;;6;;;;;;31.25
01012917;3.35;6;;;;;4.25;;;;19.35
01012918;6.75;7.5;6.75;;7.75;;;;;;28.75
01012919;6.25;6.5;6.5;;4.5;;;;;;23.75
01012920;7.5;8;6.35;;8.75;;;;;;30.6
01012921;6.35;7.5;6.75;;7;;;;;;27.6
01012922;4.25;7.5;;;;;5.35;;;;23.35
01012923;5.75;7.5;4.1;;4.25;;;;;;21.6
01012924;7;7;7.5;;5.5;;;;;;27
01012925;8.5;8.5;9.25;;8.75;;;;;;35
01012926;7.5;7.75;7.75;;7.25;;;;;;30.25
01012927;7.1;8.75;7.25;;4.5;;;;;;27.6
01012928;8.5;8;9;;7;;;;;;32.5
01012929;8.5;8;8.75;;8.75;;;;;;34
01012930;6.75;7.25;7;;6;;;;;;27
01012931;5.75;8.25;5.75;;9.25;;;;;;29
01012932;9.5;6.25;9.25;;8.5;;;;;;33.5
01012933;8.25;8;9.25;;7;;;;;;32.5
01012934;5.75;7.5;5.75;;5.75;;;;;;24.75
01012935;7;8;7.75;;8.75;;;;;;31.5
01012936;8;9;8.25;;5.25;;;;;;30.5
01012937;5.75;8.5;5.25;;6.25;;;;;;25.75
01012938;4;8.5;;;;;7.25;;;;27.75
01012939;6.75;9.5;7.25;;6.75;;;;;;30.25
01012940;5.5;8.75;7;;5;;;;;;26.25
01012941;5.85;8.25;5.1;;4.75;;;;;;23.95
01012942;6.75;6.5;6.75;;8.5;;;;;;28.5
01012943;9;8;8.75;;7.5;;;;;;33.25
01012944;6;9.25;5.5;;7;;;;;;27.75
01012945;8;9;7.1;;6.5;;;;;;30.6
01012946;5.75;8;6.6;;6;;;;;;26.35
01012947;5;9;;;;;6.35;;;;28.6
01012948;5.25;8.75;;;;;5.75;;;;28.25
01012949;6.25;8.5;7;;6;;;;;;27.75
01012950;8.5;6.5;10;;7.25;;;;;;32.25
01012951;6.1;6;4.85;;5.25;;;;;;22.2
01012952;8;8.25;9.25;;6;;;;;;31.5
01012953;4.75;8.25;4.5;;6.5;;;;;;24
01012954;6.75;7.75;7.75;;9;;;;;;31.25
01012955;6.5;8.25;4.1;;5;;;;;;23.85
01012956;6.5;7.25;7;;5.25;;;;;;26
01012957;6.6;7.75;8.75;;7.25;;;;;;30.35
01012958;6.25;7.75;7.5;;7;;;;;;28.5
01012959;8;9.5;9.25;;8.5;;;;;;35.25
01012960;7.25;9.25;7;;3.25;;;;;;26.75
01012961;4.75;8.75;6;;6;;;;;;25.5
01012962;3.6;5.75;;;;;4.75;;;;20.35
01012963;5.7;7;7.25;;7.5;;;;;;27.45
01012964;7.5;8.75;3.35;;6;;;;;;25.6
01012965;8.5;9;8.5;;6.75;;;;;;32.75
01012966;7;7.75;9;;7.5;;;;;;31.25
01012967;7.25;8.25;8;;7;;;;;;30.5
01012968;7;7.25;8.75;;6.75;;;;;;29.75
01012969;5.6;5.75;7.5;;4.75;;;;;;23.6
01012970;5;7.25;5.75;;5;;;;;;23
01012971;6.35;7.5;6.1;;8.5;;;;;;28.45
01012972;7.25;7.25;8.5;;6.75;;;;;;29.75
01012973;7.5;5.5;6.85;;8;;;;;;27.85
01012974;6.85;7.75;7.75;;8.5;;;;;;30.85
01012975;8.75;7.5;9.5;;5.5;;;;;;31.25
01012976;7.75;7.5;6.35;;6.5;;;;;;28.1
01012977;5.6;5.25;7.75;;5.75;;;;;;24.35
01012978;8;7.75;9.5;;6.5;;;;;;31.75
01012979;6.1;8.75;10;;6.75;;;;;;31.6
01012980;8.25;9.25;6.75;;6.75;;;;;;31
01012981;5.6;9.25;7.5;;6.75;;;;;;29.1
01012982;5.75;8.5;5.85;;4.5;;;;;;24.6
01012983;7.5;8;5.35;;4.5;;;;;;25.35
01012984;8;9.25;7.75;;8.25;;;;;;33.25
01012985;5.25;8;6.85;;4.75;;;;;;24.85
01012986;8.5;7.25;6.1;;4.25;;;;;;26.1
01012987;8;8.75;10;;6.25;;;;;;33
01012988;9;8.25;7.5;;8;;;;;;32.75
01012989;6.6;8.25;6.35;;5.25;;;;;;26.45
01012990;7.1;8.25;8;;5;;;;;;28.35
01012991;4.25;8.25;;;;;5;;;;25
01012992;3.85;6.75;;;;;3.6;;;;19.95
01012993;7.75;8.5;8.25;;6.5;;;;;;31
01012994;6.25;8.5;8;;9.75;;;;;;32.5
01012995;7.5;8.75;6.75;;7.75;;;;;;30.75
01012996;6.5;8;7.25;;5;;;;;;26.75
01012997;4.75;7.5;;;;;6.5;;;;25.75
01012998;5;7.5;;;;;4.95;;;;26.2
01012999;3.6;7.5;;;;;5.35;;;;23.45
01013000;4.25;5.5;;;;;6.25;;;;24
01013001;4.85;6.75;;;;;7;;;;27.6
01013002;3.6;7;;;;;4.25;;;;21.2
01013003;4.75;7.75;;;;;6.35;;;;27.6
01013004;2.1;4.5;;;;;3.35;;;;16.95
01013005;2.5;6.25;;;;;7.25;;;;24.75
01013006;3.5;6;;;;;2.95;;;;18.95
01013007;2.45;5.75;;;;;3.6;;;;18.55
01013008;5;7.5;;;;;5.35;;;;24.1
01013009;3.75;8.75;;;;;7.35;;;;27.6
01013010;5;8;;;;;6.5;;;;26.75
01013011;4.35;7;;;;;5.6;;;;23.95
01013012;5;7.75;;;;8;7.35;;;;28.1
01013013;4.25;9.25;;;;7.25;7.5;;;;28.25
01013014;4.5;8.5;;;;4.75;3.7;;;;21.45
01013015;3.1;5;;;;6.85;5;;;;19.95
01013016;4.85;8.25;;;;6.75;6.5;;;;26.35
01013017;7.5;8;;;;8.5;9;;;;33
01013018;5.5;9.5;;;;9.5;8.5;;;;33
01013019;5.25;7.25;;;;7.25;7.5;;;;27.25
01013020;3.1;5.75;;;;4.75;3.5;;;;17.1
01013021;2.6;3.5;;;;5.25;6.5;;;;17.85
01013022;2.95;8;;;;8.5;9.25;;;;28.7
01013023;4.1;7;;;;4.5;6.6;;;;22.2
01013024;4.6;9;;;;9.5;9.25;;;;32.35
01013025;4.75;5.75;;;;6.25;6.35;;;;23.1
01013026;4.85;9;;;;8.25;9;;;;31.1
01013027;3.85;5.25;;;;5.1;4.35;;;;18.55
01013028;6.1;7;;;;7.25;6.75;;;;27.1
01013029;3.35;6.5;;;;9.25;7.25;;;;26.35
01013030;2.35;7;;;;5;6;;;;20.35
01013031;2.5;7.25;;;;3.6;3.6;;;;16.95
01013032;4.5;7.25;;;;6.25;4.75;;;;22.75
01013033;3.75;7.75;;;;7.75;7.25;;;;26.5
01013034;2.75;8.5;;;;6.25;6.85;;;;24.35
01013035;5;8.75;;;;7.5;6.85;;;;28.1
01013036;4;7.75;;;;4.25;6.35;;;;22.35
01013037;3.75;8.25;;;;4.35;3.6;;;;19.95
01013038;4.5;8.25;;;;6.75;6.75;;;;26.25
01013039;5.5;9;;;;7.75;8.25;;;;30.5
01013040;5.5;9.5;;;;7.75;9;;;;31.75
01013041;6;9;;;;8.5;8.5;;;;32
01013042;6.25;8.25;;;;8.75;8.25;;;;31.5
01013043;3.35;8.25;;;;5.5;5.6;;;;22.7
01013044;4.35;8;;;;7.75;7.5;;;;27.6
01013045;6.25;8.25;;;;9.25;9;;;;32.75
01013046;5.5;7;;;;8.25;8;;;;28.75
01013047;6.5;8.25;;;6.75;8.5;;;;;30
01013048;5.35;8;;;6.25;6.75;;;;;26.35
01013049;5;7.75;;;5.5;6.85;;;;;25.1
01013050;6.25;7;;;4.25;6.6;;;;;24.1
01013051;5;7.25;;;3.75;6;;;;;22
01013052;5.35;7.75;;;6.75;5.5;;;;;25.35
01013053;6.5;9;;;5.5;9.25;;;;;30.25
01013054;5.6;9;;;6.5;8.5;;;;;29.6
01013055;7.75;8.5;;;7.25;8.25;;;;;31.75
01013056;6.5;8.75;;;8.25;8.75;;;;;32.25
01013057;6;8.25;;;9;6.75;;;;;30
01013058;7.75;8.5;;;9;8.75;;;;;34
01013059;5.5;8.5;;;6.5;8.5;;;;;29
01013060;5;6.5;;;5.75;6.75;;;;;24
01013061;7.5;8.5;;;5;8.75;;;;;29.75
01013062;5.1;9;;;8;9;;;;;31.1
01013063;8.25;2.75;;;9;7.25;;;;;27.25
01013064;4.75;8.25;;;3.75;6.5;;;;;23.25
01013065;5.35;8.5;;;4.25;6.25;;;;;24.35
01013066;8.5;8.5;;;7.25;9.5;;;;;33.75
01013067;7;8;;;7.25;8.5;;;;;30.75
01013068;6.5;8.75;;;6.5;6.1;;;;;27.85
01013069;5.5;8.25;;;7.75;8;;;;;29.5
01013070;6.75;8.75;;;6;9.25;;;;;30.75
01013071;5.25;9;;;8.25;8.5;;;;;31
01013072;7;9;;;4.75;8.5;;;;;29.25
01013073;6.35;8.25;;;7.75;6.75;;;;;29.1
01013074;8.5;8;;;6.75;7.75;;;;;31
01013075;5.5;8;;;7.5;9.25;;;;;30.25
01013076;6;8.75;;;8;7.75;;;;;30.5
01013077;7;7.75;;;6.25;7;;;;;28
01013078;5.5;7.75;;;4.75;7.25;;;;;25.25
01013079;5;8.25;;;5.5;6.5;;;;;25.25
01013080;5.25;8.25;;;3;7.25;;;;;23.75
01013081;5.6;8.5;;;6.5;7.5;;;;;28.1
01013082;7;8.5;;;7;7.25;;;;;29.75
01013083;5.1;8.5;;;4.75;7.5;;;;;25.85
01013084;6.75;8.5;;;6.5;8.85;;;;;30.6
01013085;4;8.75;;;6.5;8.25;;;;;27.5
01013086;7.5;8.75;;;6;7.1;;;;;29.35
01013087;7.25;8;;;8.25;7.75;;;;;31.25
01013088;7;8.75;;;5.25;7.5;;;;;28.5
01013089;3.5;7.5;;;5.25;6.5;;;;;22.75
01013090;2.2;3.75;;;5.75;4.25;;;;;15.95
01013091;5.1;9.25;;;6.5;8.5;;;;;29.35
01013092;4.35;8.75;;;8;8.5;;;;;29.6
01013093;5.1;9;;;6.25;8.25;;;;;28.6
01013094;4;8;;;8.5;7.5;;;;;28
01013095;8.5;9.25;;;7;7.75;;;;;32.5
01013096;5.75;8;;;7.75;8.5;;;;;30
01013098;5.75;9;;;5.75;7.25;;;;;27.75
01013099;6.25;8;;;8;8;;;;;30.25
01013100;6;8.5;;;8;8.75;;;;;31.25
01013101;6.75;7.75;;;9.25;7.75;;;;;31.5
01013102;4.6;8.25;;;4;6.75;;;;;23.6
01013103;4.75;8.75;;;6;7;;;;;26.5
01013104;7.25;9.5;;;9.5;9;;;;;35.25
01013105;5.75;9;;;6.75;6.5;;;;;28
01013106;3.75;8.25;;;4;6.75;;;;;22.75
01013107;3.6;9;;;3.75;7.75;;;;;24.1
01013108;5.5;9.25;;;5.75;7.25;;;;;27.75
01013109;5.6;8.25;;;7;8;;;;;28.85
01013110;6.25;9.25;;;5.5;8.25;;;;;29.25
01013111;6;9;;;5.5;7.75;;;;;28.25
01013112;6.75;9.25;;;5.25;8;;;;;29.25
01013113;6.25;8.75;;;6.25;7.5;;;;;28.75
01013114;5.25;8.5;;;8.75;7.25;;;;;29.75
01013115;5;7.5;;;5.25;7.25;;;;;25
01013116;3.5;8;;;3;6.5;;;;;21
01013117;4;9;;;6.25;7;;;;;26.25
01013118;5.35;8.5;;;8;7.75;;;;;29.6
01013119;9;9.25;;;8.25;7.75;;;;;34.25
01013120;5.35;6.25;;;6;5.6;;;;;23.2
01013121;5;9.25;;;6.5;7.75;;;;;28.5
01013122;7;9.25;;;9;7.25;;;;;32.5
01013123;7;8.75;;;5.25;8.5;;;;;29.5
01013124;5.1;9.5;;;7.25;7.75;;;;;29.6
01013125;4.5;8.5;;;3.75;8;;;;;24.75
01013126;4.25;7.5;;;7.25;7.25;;;;;26.25
01013127;2.85;7.25;;;2.75;5.25;;;;;18.1
01013128;5.5;7;;;4.75;6;;;;;23.25
01013129;7.5;8.25;;;6;8.25;;;;;30
01013130;6.75;9;;;4;7.75;;;;;27.5
01013131;4.75;7.75;;;5.25;7.5;;;;;25.25
01013132;6.25;8.5;;;7.75;8.75;;;;;31.25
01013133;4.75;8;;;5.25;7;;;;;25
01013134;5.35;9;;;7.75;8.5;;;;;30.6
01013135;6.25;8;;;5.25;9;;;;;28.5
01013136;6.25;9;;;7;5.5;;;;;27.75
01013137;8;9.75;;;7.25;8;;;;;33
01013138;6.25;8.5;;;5.75;8.75;;;;;29.25
01013139;6.25;9.25;;;6.25;6;;;;;27.75
01013140;3.45;8.75;;;5;5.7;;;;;22.9
01013141;7.25;9.5;;;8;8.5;;;;;33.25
01013142;8;8.75;;;6;6;;;;;28.75
01013143;7.5;9.25;;;7.25;8.5;;;;;32.5
01013144;5.75;8.25;;;5;8.5;;;;;27.5
01013145;4.25;8.5;;;2.5;7;;;;;22.25
01013146;5.25;7.75;;;5;7.85;;;;;25.85
01013147;5.75;8.25;;;6;8;;;;;28
01013148;6.25;8.5;;;7.5;8.25;;;;;30.5
01013149;7;7;;;7.5;9;;;;;30.5
01013150;5.25;9;;;6.75;7.75;;;;;28.75
01013151;5.85;9.25;;;7;9.25;;;;;31.35
01013152;4.6;6.5;;;6.25;6.1;;;;;23.45
01013153;6.25;7.5;;;7;8;;;;;28.75
01013154;6.75;7.75;;;6.25;6.5;;;;;27.25
01013155;5.25;7.5;;;6;8.5;;;;;27.25
01013156;6.1;8.25;;;8.25;8.5;;;;;31.1
01013157;5.5;8;;;4.75;7.75;;;;;26
01013158;5;9.25;;;7;8.75;;;;;30
01013159;5.5;9;;;8.25;7.75;;;;;30.5
01013160;6.75;8.5;;;7.25;8;;;;;30.5
01013161;5.5;8.5;;;4.25;7.75;;;;;26
01013162;4.75;4.75;;;5.5;7.5;;;;;22.5
01013163;5.5;8.25;;;4.25;5.5;;;;;23.5
01013164;6;8.5;;;5.75;8;;;;;28.25
01013165;8;8.75;;;6.5;9.5;;;;;32.75
01013166;7.5;9.5;;;5.5;7.35;;;;;29.85
01013167;6;9.25;;;6.75;7.75;;;;;29.75
01013168;5.1;8.5;;;8.25;9;;;;;30.85
01013169;6.6;9.5;;;6.75;7.75;;;;;30.6
01013170;6;9;;;8.25;8.5;;;;;31.75
01013171;5.75;8.75;;;6.75;9.25;;;;;30.5
01013172;2.85;6.5;;;3.5;4.25;;;;;17.1
01013173;5.25;9;;;5;7.75;;;;;27
01013174;5.25;9;;;9.25;8.5;;;;;32
01013175;4.6;7;;;5.75;6.75;;;;;24.1
01013176;5.75;6.5;;;6.75;8.5;;;;;27.5
01013177;5.25;7.5;;;4.25;8.75;;;;;25.75
01013178;5.25;7.5;;;6.25;7.75;;;;;26.75
01013179;6;9.25;;;3.25;5.2;;;;;23.7
01013180;5.35;9;;;6.25;7;;;;;27.6
01013181;7.5;8;;;5.75;8;;;;;29.25
01013182;6.25;8.75;;;5.25;9.75;;;;;30
01013183;6.25;9.25;;;8.25;9.5;;;;;33.25
01013184;9;8.25;;;8.75;8;;;;;34
01013185;3.85;8;;;5;7.75;;;;;24.6
01013186;3.75;7.75;;;8;5.1;;;;;24.6
01013187;9;8.5;;;6.25;8.75;;;;;32.5
01013188;7.5;8.5;;;7.75;9.5;;;;;33.25
01013189;5;7.75;;;6.25;7.25;;;;;26.25
01013190;6.75;8;;;4.75;7;;;;;26.5
01013191;5.5;9;;;6.5;5.35;;;;;26.35
01013192;5.25;7;;;4.75;7.5;;;;;24.5
01013193;6.5;8.25;;;7.25;5.1;;;;;27.1
01013194;6;8;;;5;7.25;;;;;26.25
01013195;7.5;8.5;;;7.25;7.75;;;;;31
01013196;6;8.5;;;4.5;7;;;;;26
01013197;5.5;8;;;5;6.75;;;;;25.25
01013198;4.1;9;;;5;6.85;;;;;24.95
01013199;3.85;8.5;;;5.25;6.75;;;;;24.35
01013200;5.25;9.25;;;7.25;9.5;;;;;31.25
01013201;4.75;8.25;;;1.75;8;;;;;22.75
01013202;6.25;9;;;7.75;9.75;;;;;32.75
01013203;4.6;8.5;;;4.25;6.75;;;;;24.1
01013204;5.6;9;;;6.25;4.35;;;;;25.2
01013205;4.85;7.5;;;5.5;6.1;;;;;23.95
01013206;3.25;6.5;;;7.25;6;;;;;23
